profile,timing,energy
4.0,0.22445004532541912,0.8060451655453231
4.0,0.09303893481829614,0.13849989427397053
4.0,0.07147831051247738,0.08174638197949016
4.0,0.06033421519498925,0.05824348037112435
4.0,0.053222464675357795,0.04532209193791533
4.0,0.04817772428991151,0.03713748988407567
4.0,0.044360327972634436,0.03148541916543509
4.0,0.04134227180944847,0.02734693501386109
4.0,0.03887921031114645,0.024185487910693707
4.0,0.03682007552409952,0.021691487385606282
4.0,0.035065753783395624,0.01967371341436359
4.0,0.03354815123169403,0.01800765521703382
4.0,0.03221872876336922,0.016608743730040877
4.0,0.03104182618855656,0.015417519569928895
4.0,0.029990576872804965,0.014390955218617985
4.0,0.029044302540780654,0.01349714416128636
4.0,0.028186793433120753,0.012711925184662708
4.0,0.027405138951658307,0.012016666255355189
4.0,0.02668891182778553,0.011396768232820965
4.0,0.026029585707145485,0.01084062931337012
4.0,0.02542011213658543,0.010338913616585245
4.0,0.024854606425619034,0.009884023369158768
4.0,0.024328111951851746,0.009469712498269308
4.0,0.023836420193689176,0.00909079884240181
4.0,0.023375931457396026,0.008742946744014034
4.0,0.022943546274176805,0.008422501050164677
4.0,0.02253657944266356,0.008126358607607772
4.0,0.02215269144792161,0.007851867814189109
4.0,0.021789833448934984,0.007596749467717214
4.0,0.0214462022523279,0.0073590334567640685
4.0,0.02112020384959683,0.007137008170376396
4.0,0.020810423242836284,0.00692917944873569
4.0,0.020515599387163866,0.006734237091433574
4.0,0.020234604281510755,0.0065510273668693345
4.0,0.01996642552797052,0.006378530373823886
4.0,0.01971015151413453,0.006215841163362235
4.0,0.019464958879731053,0.006062153987033932
4.0,0.019230101836448753,0.005916749066243035
4.0,0.019004903025630192,0.0057789814242177225
4.0,0.018788745658842823,0.00564827141492296
4.0,0.018581066801369943,0.005524096695631556
4.0,0.018381351322890125,0.005405985223288233
4.0,0.018189126924220967,0.005293509412246721
4.0,0.018003959739626867,0.005186281060897682
4.0,0.01782545016622003,0.0050839467780543
4.0,0.017653229764212373,0.004986184337729178
4.0,0.017486958003306487,0.004892699203350477
4.0,0.017326319596935248,0.004803221612402278
4.0,0.01717102235953786,0.0047175041419479855
4.0,0.017020794788205014,0.004635319283554992
4.0,0.016875384446508934,0.004556457603479611
4.0,0.016734556199240056,0.004480725938968381
4.0,0.016598090719373872,0.0044079458484570415
4.0,0.016465783089446427,0.004337952203979199
4.0,0.01633744175050178,0.004270592047216619
4.0,0.016212887267326306,0.004205723416688503
4.0,0.016091951471771965,0.004143214434717823
4.0,0.01597447646081357,0.004082942371153389
4.0,0.015860313886601182,0.004024792905304228
4.0,0.01574932423022724,0.0039686594193411645
4.0,0.01564137608475794,0.003914442333197402
4.0,0.015536345613731671,0.0038620485604691094
4.0,0.015434115919048795,0.003811390947242167
4.0,0.015334576656450166,0.0037623878597207415
4.0,0.015237623521633792,0.0037149627293927585
4.0,0.01514315783277604,0.0036690436663738613
4.0,0.015051086120223621,0.00362456309437421
4.0,0.014961319830800195,0.0035814574572719227
4.0,0.014873774976559754,0.003539666912853362
4.0,0.014788371864542064,0.0034991350784636696
4.0,0.014705034714105246,0.0034598087350886458
4.0,0.014623691594325972,0.003421637693535361
4.0,0.014544274000374164,0.003384574499167358
4.0,0.014466716772723707,0.003348574306915287
4.0,0.014390957842777137,0.003313594682121421
4.0,0.014316937995045003,0.0032795954168634116
4.0,0.014244600801384606,0.0032465384318529113
4.0,0.014173892407778391,0.003214387615796447
4.0,0.014104761385966542,0.003183108700080845
4.0,0.014037158569594673,0.0031526691313271227
4.0,0.013971036977698649,0.0031230379877155677
4.0,0.013906351668577564,0.0030941858676824
4.0,0.013843059602504992,0.0030660847865360903
4.0,0.013781119639415957,0.003038708136254339
4.0,0.013720492262587342,0.0030120305268435056
4.0,0.013661139665995753,0.0029860277915814805
4.0,0.01360302559184547,0.0029606768840384446
4.0,0.013546115200617753,0.0029359557924545174
4.0,0.013490375071818484,0.0029118435132534652
4.0,0.013435773157778465,0.002888320005556485
4.0,0.013382278592987875,0.0028653660854454648
4.0,0.013329861756669156,0.0028429634312305747
4.0,0.013278494164272707,0.0028210945163299893
4.0,0.013228148388117608,0.0027997425564489356
4.0,0.013178798030536818,0.002778891480474898
4.0,0.013130417723698995,0.002758525913581259
4.0,0.013082983010120177,0.0027386311110894914
4.0,0.01303647027570864,0.0027191929159909585
4.0,0.012990856830031714,0.002700197778854106
3.0,0.012956969341061157,0.0015109474905467893
