profile,timing,energy
10.0,0.14163395352711028,2.0060176791719635
9.999999999999998,0.058683948035136775,0.3443805756990633
9.999999999999996,0.04505159075969074,0.2029645829978651
10.0,0.03799905855504788,0.1443928451069957
10.0,0.03349455003329425,0.11218848819328515
10.0,0.030296559414242443,0.09178815123407223
10.0,0.027874555759452958,0.0776990858786852
10.0,0.025958060379728167,0.06738208986776131
10.0,0.024392631343349153,0.05950004638525395
10.0,0.023082768197282968,0.0532814187649498
10.0,0.021965804283884373,0.0482496557837913
10.0,0.020998679085619698,0.04409445233408421
10.0,0.02015069318194451,0.0406050435712865
10.0,0.019399289214926854,0.037633242204437735
10.0,0.018727469753603086,0.03507181233721185
10.0,0.018122150538082055,0.03284123401249077
9.999999999999998,0.017573073260598572,0.03088129038223644
9.999999999999998,0.017072066276906498,0.029145544696308798
10.0,0.01661252877631149,0.02759761123437773
10.0,0.016189062506617533,0.026208574484316953
10.0,0.015797204262080675,0.024955166249789985
9.999999999999998,0.015433227214984562,0.023818450226934008
9.999999999999998,0.0150939918382422,0.022782858961292212
10.0,0.01477683206725416,0.02183547659438309
10.0,0.014479467198161013,0.020965497034262075
9.999999999999998,0.014199933178433452,0.020163810227197508
9.999999999999998,0.013936528221732037,0.019422681887513345
9.999999999999998,0.013687769413452098,0.01873550315158347
9.999999999999996,0.013452357895929032,0.018096593296016403
9.999999999999998,0.013229150376690382,0.017501041968908723
9.999999999999998,0.013017136048347857,0.01694458309011972
9.999999999999998,0.012815417489321176,0.0164234925425599
9.959929294230538,0.012623594853568445,0.01580806110893475
9.999999999999998,0.01244052386063376,0.015476663392699786
9.999999999999996,0.012265187175347627,0.015043481644631181
9.822895650028016,0.012098969710171138,0.014124589665159398
9.643579896651257,0.011942704285770312,0.013264226325224187
9.469574780194394,0.011795565364563524,0.012476663985993681
9.300548059798118,0.011656764023877388,0.011753659149112038
9.136196387051331,0.011525604588004196,0.011088129381288569
8.976242091938374,0.011401471004900016,0.010473959457686767
8.820430330241319,0.011283815445206498,0.009905844280814535
8.66852670174796,0.011172148989801726,0.009379161629676823
8.520315153269877,0.011066033803670102,0.00888986780539074
8.375596046342352,0.010965076354722485,0.0084344111351094
8.234184635981865,0.010868922017842366,0.008009661224151038
8.095909569300213,0.010777250172367062,0.0076128491715097436
7.960611626047709,0.010689770139121629,0.0072415178664266945
7.828142663996309,0.010606217829890106,0.006893480453695249
7.698364533586803,0.010526352547405629,0.006566784531701628
7.571148265854561,0.01044995454444353,0.006259682486590541
7.446373253951642,0.01037682270974628,0.005970605778815189
7.323926545476644,0.010306772604170745,0.005698143061284309
7.2037021925824405,0.010239634707049496,0.005441021327417903
7.0856007202265445,0.010175253005445074,0.005198089884370192
6.969528571920648,0.010113483576290902,0.004968306187360318
6.855397675119039,0.010054193493843903,0.0047507238200387315
6.743124991121998,0.009997259722996038,0.00454448181266248
6.632632155630431,0.009942568259462716,0.004348795510422865
6.523845131048408,0.009890013315156009,0.004162948499804992
6.416693877613177,0.009839496556288992,0.0039862854804782275
6.3111120790670565,0.00979092649175729,0.0038182060876795123
6.2070368616283265,0.009744217839082428,0.0036581593357275116
6.104408578643607,0.009699291075897551,0.003505638852175893
6.003170577546529,0.00965607193568588,0.0033601785308261696
5.903268998163509,0.009614490986330741,0.003221348713982124
5.804652582447694,0.009574483232243036,0.0030887527787020154
5.707272514683266,0.00953598780580663,0.0029620241434869994
5.611082258747893,0.009498947638067776,0.002840823542616063
5.516037417806527,0.009463309193510398,0.00272483661824241
5.422095581913266,0.009429022143816395,0.0026137716892208752
5.329216236810805,0.009396039255897935,0.002507357902344666
5.237360617046428,0.009364316057262383,0.0024053433746413617
5.146491622109658,0.00933381072833251,0.0023074936801201263
5.056573708450167,0.009304483889980708,0.0022135903915051014
4.967572790872015,0.009276298406940182,0.0021234297665853018
4.87945617277174,0.009249219307418462,0.00203682162487055
4.792192458422769,0.009223213611977497,0.0019535882610372457
4.705751479101033,0.009198250208082194,0.0018735634813070244
4.620104221152845,0.009174299717895608,0.0017965917181798664
4.53522276799964,0.009151334426047044,0.0017225272516240074
4.451080236376905,0.00912932816480273,0.0016512334710492107
4.367650717484825,0.009108256207154464,0.0015825822035118009
4.284909234270168,0.009088095250800765,0.0015164531376174687
4.2028316741571965,0.009068823223759659,0.0014527332140954646
4.121394760157498,0.00905041933094949,0.001391316170385197
4.040575998952976,0.009032863938013247,0.0013321020498791238
3.9603536364285037,0.009016138477350699,0.0012749967622644074
3.880706625485355,0.00900022544206297,0.0012199117100887204
3.801614590152459,0.008985108350320221,0.0011667634303202505
3.723057783191717,0.008970771614025782,0.0011154732337533082
3.6450170619329767,0.008957200577308647,0.001065966925947737
3.5674738539870217,0.008944381441800974,0.0010181745126390436
3.4904101274936594,0.008932301211772737,0.0009720299347546697
3.4138083653177995,0.008920947675201822,0.000927470832641206
3.3376515402077342,0.008910309403829876,0.0008844383304565532
3.2619230873281846,0.008900375673071583,0.0008428768177788243
3.186606881504519,0.008891136417430712,0.0008027337573825791
3.11168721742667,0.008882582286861751,0.0007639595257932014
3.0371487861418074,0.008874704540212625,0.0007265072331839547
