profile,timing,energy,DX,DY
0.3755563067092093,0.6438264129874312,0.058463888614622504,0.6518802768368914,-1.8907672381252874
1.3683773837060136,0.26293462624414676,0.12945157560100454,0.6764627186385042,-1.8821094083342538
2.090660286008623,0.19773272629470565,0.17089291102882456,0.7034969014966919,-1.8721686611299138
2.7772899428948956,0.16387177442225181,0.2071336964985777,0.7333856188779464,-1.8606585390484032
3.425797942185578,0.1421697605382506,0.23721270840613293,0.7666239159334509,-1.8472052994134263
4.043120271124276,0.1267362252189711,0.2625638044361197,0.8038257067710219,-1.831313683874436
4.686795630364166,0.11502716772165451,0.2906383274043228,0.8457591242404305,-1.8123161120636446
5.2506404135028975,0.10576401925196918,0.30839011362621965,0.8933932206673489,-1.7892957425555291
5.804065499122818,0.09822504919840006,0.3250192768355432,0.9479584989094292,-1.7609675516296974
6.4117347666348685,0.09193311543543069,0.3474521895549205,1.0110215926033561,-1.7254908998594267
6.981229361164725,0.08658553902644615,0.3653882210320362,1.084566140343668,-1.6801693354118967
7.49256063219226,0.081993991551515,0.3774197214918216,1.1710464369571127,-1.620966433146183
7.9912073594349575,0.07802087895423605,0.38872858490473905,1.2733089502944495,-1.5417364749796043
8.47473120417604,0.0745633256746819,0.39930284566551816,1.3940911750978557,-1.433085197579551
8.932930256422798,0.07155116646310032,0.4085275250675979,1.5343901142841787,-1.2810550256489606
9.35193401583083,0.06894101962143331,0.41567917965961093,1.6893907530175056,-1.0670503470537547
9.714997674493162,0.06671375426241853,0.4200646772688163,1.8413336281810189,-0.7735824204604462
9.98837097558087,0.06487137969466389,0.4198513919380004,1.9555735505491612,-0.40215710104285307
10.0,0.0634220383383416,0.4022354946990072,1.9965384122770047,0.006668677795104827
10.0,0.062322319412279434,0.38840714969261825,1.959324095332704,0.38788102112228984
10.0,0.061479603709155915,0.3779741672234858,1.872523670499504,0.6976798237178521
10.0,0.060813267702977306,0.3698253528713982,1.769253544989624,0.9303594471758494
10.0,0.06026887380522965,0.3632337149750697,1.6693213352482417,1.1003966362278206
10.0,0.05981113348495566,0.35773716887551843,1.5804902022864553,1.2249638773591407
9.965246491192733,0.059418422894420946,0.35060518284468284,1.5043012334899686,1.3176244927276137
9.999430948528676,0.059072901617787096,0.34892105635649495,1.439882002887316,1.3878531679263304
9.982882553376005,0.058762447932809186,0.3441214009452687,1.3856873649274348,1.44203880319116
9.807226029264461,0.05848957997345558,0.3290405137641721,1.340165084002365,1.484484787065771
9.676842169286312,0.05825370348750367,0.31777109991619595,1.3019664944295073,1.5181260953046767
9.541444883331149,0.05804795004558266,0.3067623573061834,1.2699843720838544,1.544998624660657
9.402099356403149,0.05786903426303232,0.2960343740364711,1.2433326105565357,1.5665389403332526
9.259639756998752,0.057714351208318415,0.28559843134543017,1.2213113614052418,1.58377584572753
9.114733910042604,0.05758178829031731,0.2754598369972895,1.2033730554321664,1.597454113098376
8.967928574330301,0.05746959312712148,0.26561984939775873,1.1890938967553666,1.6081154636003792
8.81968164848603,0.057376278140804024,0.2560769951062496,1.1781514882386546,1.6161521825202083
