profile,timing,energy,DX,DY
10.0,0.730990967454961,53.434779450073975,0.019292095112177776,0.09812138041886559
10.0,0.3019937989857205,9.120025462582774,0.01963741690360621,0.09805284762016708
10.0,0.2307062782668466,5.322538683173964,0.020003073404950555,0.09797889959534428
10.0,0.19358113076613323,3.7473654188694776,0.02039111623162171,0.09789886856262603
10.0,0.1697060304661699,2.8800136776584586,0.02080389699585794,0.09781197298155886
10.0,0.1526303070573314,2.329601063241527,0.021244125673547387,0.09771729157941522
10.0,0.13959337551941053,1.9486310488903165,0.021714943568440503,0.09761373085824432
10.0,0.1291856897745149,1.6688942442517203,0.022220015398488613,0.09749998404843108
10.0,0.1206009752399463,1.4544595228826143,0.022763645893064677,0.097374475175104
10.0,0.11333952462012509,1.284584784111594,0.023350930223386968,0.09723528769408174
10.0,0.10707240640158681,1.146450021262657,0.0239879490891326,0.09708006644959166
10.0,0.10157259079132758,1.0316991200062486,0.02468202624186233,0.0969058867587218
10.0,0.0966771651979625,0.9346474270714131,0.025442072001169436,0.09670907126538886
10.0,0.09226526993078567,0.8512880035400742,0.026279049507138552,0.09648493295964955
10.0,0.08824452481164761,0.7787096159233492,0.02720661855164508,0.09622740680570563
10.0,0.08454228351026587,0.7147397701130173,0.028242041071280255,0.0959285064120241
10.0,0.08109974368630435,0.6577168425984262,0.029407483771137777,0.09557750701324119
10.0,0.07786777743696911,0.6063390762973355,0.030731936794836656,0.09515967475918363
10.0,0.07480378704689915,0.5595606556557837,0.03225411992389127,0.094654226762932
10.0,0.07186910536503849,0.5165168305971004,0.03402702413950465,0.09403092161262072
10.0,0.0690265443624065,0.47646638266152735,0.03612526943470584,0.09324409543325052
10.0,0.06623764796703548,0.4387426008204919,0.038657522782159504,0.09222163510965453
10.0,0.06345898131968003,0.4027042310131499,0.0417884494709142,0.09084319542513475
10.0,0.06063617738617996,0.3676746008008283,0.045779509673593566,0.08889353960213597
10.0,0.0576928375919405,0.33284635094100234,0.05106833850732073,0.08595208783254726
10.0,0.054506812439376356,0.2970992602301354,0.058424218877917156,0.08109784810463694
10.0,0.0508531370805104,0.2586041550929182,0.0691841200023191,0.07201397454670166
10.0,0.04628290252721822,0.21421070663439828,0.08467997140542138,0.052284946610755334
10.0,0.04042974517847587,0.16345642951964925,0.09822424308367772,0.010531365825717565
10.0,0.034631840486637006,0.11993643754918701,0.09117490790231386,-0.039098011670119615
10.0,0.02976949845487305,0.08862230382546889,0.07405004635074874,-0.06686008903164664
10.0,0.026091594988163217,0.0680771329026344,0.06106933078626753,-0.07909316865947824
10.0,0.02337848522270368,0.05465535713081743,0.052335943746584235,-0.08517625663531492
10.0,0.02131855240156655,0.04544806764983388,0.046212636607378954,-0.08866527556398474
10.0,0.019700059458435972,0.03880923426659126,0.04168846976426721,-0.0908873486440056
10.0,0.018390361628828397,0.03382054008390838,0.038197552885321784,-0.09241218751294689
10.0,0.017304722984375714,0.029945343756598113,0.03541047399266972,-0.09351737184897768
10.0,0.01638700209075745,0.02685338375224891,0.033125617483165115,-0.0943519443793801
10.0,0.015598686305157023,0.024331901444669325,0.03127017989754677,-0.09498383464512816
10.0,0.01491242723513987,0.02223804860433413,0.029816409460181603,-0.09545066695185112
10.0,0.014308282372614315,0.02047269444544655,0.02866088143491652,-0.0958042639610377
10.0,0.013771291515297802,0.018964846999931322,0.027729652629204793,-0.09607810973640585
10.0,0.013290003000471425,0.01766241797525395,0.026973328976964694,-0.09629329071274939
10.0,0.012855497909263821,0.016526382649508647,0.02635773939800856,-0.09646368288708329
10.0,0.012460720627613752,0.015526955855943887,0.02585862785053905,-0.09659872415157911
10.0,0.012100011153041096,0.014641026990371892,0.025458479967710446,-0.09670498723884813
10.0,0.011768771700817311,0.013850398734595839,0.025144550227196305,-0.09678711123338646
10.0,0.01146322520338665,0.01314055320635589,0.024907601027734927,-0.09684837537721358
9.991912160923563,0.011180293023826695,0.012479683958250918,0.02474108314345358,-0.09689105860529346
10.0,0.010917287763453873,0.011918717211005967,0.02464060407874058,-0.09691666624727124
10.0,0.010671942689294608,0.011389036076358864,0.02460359523865918,-0.09692607018864674
10.0,0.010442428718322284,0.010904431753724195,0.024629125800856855,-0.09691958465237671
10.0,0.010227129854331654,0.01045941850573618,0.024717836913623614,-0.09689699285205744
10.0,0.010024653187098439,0.01004936715216029,0.024871987261576578,-0.09685752996625896
10.0,0.009833791154636073,0.009670344847299868,0.025095615046666353,-0.09679981440378937
10.0,0.009653491757893942,0.009318990311972628,0.025394841577508487,-0.09672172331235507
10.0,0.009482834283179517,0.008992414604224478,0.025778360713957227,-0.09662018252186372
10.0,0.009321009999795543,0.008688122741628852,0.026258196885464713,-0.09649083725097113
9.989061976135291,0.009167348109549124,0.008385652500899211,0.026850869289773982,-0.09632752555632762
10.0,0.009021174455962334,0.00813815885649073,0.02757920610747533,-0.09612142769468501
10.0,0.00888189445580813,0.00788880491241152,0.028475245790104964,-0.09585964171873462
9.985678935118564,0.00874910813376508,0.007632780352394127,0.029585051470348844,-0.09552269434908567
10.0,0.008622334402320174,0.007434465054543399,0.030977086862549186,-0.09507993947925508
10.0,0.008501154393204861,0.007226962601710632,0.03275768449384486,-0.094480432386297
9.8977839493961,0.008385592419691095,0.00688879782307754,0.03510185470076976,-0.09363312663178913
9.795332988513401,0.008275613948720504,0.006571111771610966,0.038320929706969764,-0.09235846299603923
9.695752925546062,0.008170768372847352,0.006276085887752485,0.043031503901147516,-0.0902488392057832
9.596690068306636,0.008069596255414212,0.005997172639425912,0.0506563919770997,-0.08615548782891169
9.479244649803436,0.007958209132992685,0.0056908633806652936,0.06519316521007568,-0.0754045651912727
9.103106868147334,0.007644817209050314,0.004842989126129057,0.09186413444695063,-0.029949980685750388
9.192887289174166,0.007754025187832201,0.005081106357763357,0.08399387679673964,0.051424279482496615
9.230217985170095,0.00784728739171489,0.00524641971705415,0.06153788726805942,0.07862057889196816
9.150067737806536,0.007851778556897717,0.00516160425546159,0.050431908584869234,0.0863110651812028
9.058296073682184,0.007851331455289861,0.005058009579511403,0.044260581034905044,0.08965848669051457
8.962593921353458,0.007851266117148663,0.004951614607334703,0.040373480078415014,0.09148222166552111
8.86390307796074,0.007852034313377294,0.004844114219817052,0.03774147598960553,0.09260192841450365
8.762292610245645,0.007853614107612537,0.004735595729966151,0.035889915579900844,0.0933363967646445
8.657645573397904,0.007855941119219719,0.004625897919083545,0.034571121432236396,0.0938334807332748
8.549784890794012,0.007858962667905534,0.004514824030159558,0.033645130952209,0.09416979788998553
8.438502945252262,0.007862641109963679,0.004402179206914251,0.03302950981378672,0.0943876581172367
8.323568997049632,0.007866950199422292,0.004287774821447948,0.032676001501386054,0.09451070732237732
8.204730102974993,0.007871871089643132,0.004171426018472864,0.03255910278312513,0.09455106943776603
8.081709876150017,0.007877388854837611,0.004052948450412921,0.032670720474925474,0.09451253427186046
7.954206318161704,0.007883489143260829,0.003932155201319859,0.03301857850601664,0.09439148542168752
7.821889128809447,0.007890154243268206,0.0038088537569682833,0.03362773718436074,0.0941760158213476
7.684396476650855,0.007897357272321336,0.0036828421062480433,0.034545832431831514,0.09384280413153567
7.541330821921096,0.007905051946629502,0.0035539019512727736,0.035854314319294645,0.09335009790883664
7.392251702233013,0.007913151245075504,0.0034217826900420326,0.037691409579565516,0.09262235900375693
7.236656475935983,0.00792147432762139,0.003286154305601279,0.04030138607049594,0.09151410275602623
7.073903626032085,0.007929580156481241,0.003146434277016838,0.04415129524204531,0.0897126395560992
6.9027832053853455,0.007936039946094382,0.0030009320230378355,0.05025033788115252,0.08641805271583936
6.717782885323461,0.007933128435438235,0.002840147518827498,0.061186768562038196,0.07890247130352934
6.458596699136649,0.00784008356027955,0.002563998197227465,0.08321018285641912,0.05304566037187519
6.211582797151379,0.007738881551707651,0.002310792536501967,0.09641508768254425,-0.015640049795967004
6.150492450018198,0.00784367073541259,0.002327332789312649,0.07792613841957063,-0.062047850648302205
5.989327811473859,0.007806652133529248,0.002186179525532173,0.06395893096851069,-0.07677902831996708
5.818820583975651,0.007746136728232317,0.0020316095702485166,0.05638266920868773,-0.0825660409098814
5.6535205352059,0.007682981568811223,0.0018866768937369422,0.05204817780395388,-0.0853801569568381
5.494999004178799,0.007620487479369458,0.0017534797056876655,0.04956435750500532,-0.08685054484732435
5.343204889132183,0.007559503192356223,0.0016315115972880816,0.048327515378332464,-0.08754652504497151
5.1977797055184585,0.007500324677585034,0.0015198329846675942,0.04808697776752524,-0.08767916164827438
5.058289341059119,0.007443078746021211,0.0014174657157590945,0.04879764928773511,-0.08728474564236821
